,property_id,check_in_date,room_id,successful_bookings,capacity,mmm yy,week no,occupancy_rate,property_name,is_weekend
3980,17564,2022-06-09,RT4,7,17,Jun 22,24,41.0,Atliq Seasons,0
3981,18560,2022-06-09,RT4,11,15,Jun 22,24,73.0,Atliq City,0
3982,19560,2022-06-09,RT4,11,16,Jun 22,24,69.0,Atliq City,0
3983,18559,2022-06-09,RT4,10,19,Jun 22,24,53.0,Atliq Exotica,0
3984,17563,2022-06-09,RT4,11,19,Jun 22,24,58.0,Atliq Palace,0
3985,19562,2022-06-09,RT4,10,14,Jun 22,24,71.0,Atliq Bay,0
3986,17559,2022-06-09,RT4,9,14,Jun 22,24,64.0,Atliq Exotica,0
3987,18558,2022-06-09,RT4,11,20,Jun 22,24,55.0,Atliq Grands,0
3988,18562,2022-06-09,RT4,12,20,Jun 22,24,60.0,Atliq Bay,0
3989,18563,2022-06-09,RT4,10,18,Jun 22,24,56.0,Atliq Palace,0
3990,16563,2022-06-09,RT4,11,18,Jun 22,24,61.0,Atliq Palace,0
3991,16559,2022-06-09,RT4,12,18,Jun 22,24,67.0,Atliq Exotica,0
3992,16562,2022-06-09,RT4,3,6,Jun 22,24,50.0,Atliq Bay,0
3993,17558,2022-06-09,RT4,3,6,Jun 22,24,50.0,Atliq Grands,0
3994,17562,2022-06-09,RT4,3,6,Jun 22,24,50.0,Atliq Bay,0
3995,19563,2022-06-09,RT4,3,6,Jun 22,24,50.0,Atliq Palace,0
3996,16560,2022-06-09,RT4,3,7,Jun 22,24,43.0,Atliq City,0
3997,19558,2022-06-09,RT4,3,7,Jun 22,24,43.0,Atliq Grands,0
3998,17561,2022-06-09,RT4,3,4,Jun 22,24,75.0,Atliq Blu,0
3999,16558,2022-06-09,RT4,3,3,Jun 22,24,100.0,Atliq Grands,0
4000,16559,2022-06-10,RT1,20,30,Jun 22,24,67.0,Atliq Exotica,0
4001,19562,2022-06-10,RT1,19,30,Jun 22,24,63.0,Atliq Bay,0
4002,19563,2022-06-10,RT1,17,30,Jun 22,24,57.0,Atliq Palace,0
4003,17558,2022-06-10,RT1,9,19,Jun 22,24,47.0,Atliq Grands,0
4004,16558,2022-06-10,RT1,11,19,Jun 22,24,58.0,Atliq Grands,0
4005,17560,2022-06-10,RT1,20,40,Jun 22,24,50.0,Atliq City,0
4006,19558,2022-06-10,RT1,15,40,Jun 22,24,38.0,Atliq Grands,0
4007,19560,2022-06-10,RT1,19,26,Jun 22,24,73.0,Atliq City,0
4008,17561,2022-06-10,RT1,17,26,Jun 22,24,65.0,Atliq Blu,0
4009,16560,2022-06-10,RT1,16,34,Jun 22,24,47.0,Atliq City,0
4010,16561,2022-06-10,RT1,12,18,Jun 22,24,67.0,Atliq Blu,0
4011,16562,2022-06-10,RT1,18,31,Jun 22,24,58.0,Atliq Bay,0
4012,16563,2022-06-10,RT1,26,41,Jun 22,24,63.0,Atliq Palace,0
4013,17559,2022-06-10,RT1,19,32,Jun 22,24,59.0,Atliq Exotica,0
4014,17562,2022-06-10,RT1,9,20,Jun 22,24,45.0,Atliq Bay,0
4015,17563,2022-06-10,RT1,15,25,Jun 22,24,60.0,Atliq Palace,0
4016,18558,2022-06-10,RT1,7,15,Jun 22,24,47.0,Atliq Grands,0
4017,18559,2022-06-10,RT1,19,42,Jun 22,24,45.0,Atliq Exotica,0
4018,18561,2022-06-10,RT1,22,33,Jun 22,24,67.0,Atliq Blu,0
4019,18562,2022-06-10,RT1,28,38,Jun 22,24,74.0,Atliq Bay,0
4020,18563,2022-06-10,RT1,14,27,Jun 22,24,52.0,Atliq Palace,0
4021,19559,2022-06-10,RT1,12,24,Jun 22,24,50.0,Atliq Exotica,0
4022,19561,2022-06-10,RT1,18,36,Jun 22,24,50.0,Atliq Blu,0
4023,17564,2022-06-10,RT1,5,16,Jun 22,24,31.0,Atliq Seasons,0
4024,19562,2022-06-10,RT2,15,23,Jun 22,24,65.0,Atliq Bay,0
4025,18563,2022-06-10,RT2,13,29,Jun 22,24,45.0,Atliq Palace,0
4026,17561,2022-06-10,RT2,23,36,Jun 22,24,64.0,Atliq Blu,0
4027,17558,2022-06-10,RT2,28,50,Jun 22,24,56.0,Atliq Grands,0
4028,16562,2022-06-10,RT2,19,43,Jun 22,24,44.0,Atliq Bay,0
4029,16561,2022-06-10,RT2,13,24,Jun 22,24,54.0,Atliq Blu,0
4030,16558,2022-06-10,RT2,16,22,Jun 22,24,73.0,Atliq Grands,0
4031,19560,2022-06-10,RT2,24,38,Jun 22,24,63.0,Atliq City,0
4032,16563,2022-06-10,RT2,24,38,Jun 22,24,63.0,Atliq Palace,0
4033,16559,2022-06-10,RT2,26,41,Jun 22,24,63.0,Atliq Exotica,0
4034,19559,2022-06-10,RT2,23,41,Jun 22,24,56.0,Atliq Exotica,0
4035,19558,2022-06-10,RT2,17,39,Jun 22,24,44.0,Atliq Grands,0
4036,17559,2022-06-10,RT2,25,39,Jun 22,24,64.0,Atliq Exotica,0
4037,16560,2022-06-10,RT2,17,34,Jun 22,24,50.0,Atliq City,0
4038,18562,2022-06-10,RT2,24,34,Jun 22,24,71.0,Atliq Bay,0
4039,18559,2022-06-10,RT2,17,44,Jun 22,24,39.0,Atliq Exotica,0
4040,17563,2022-06-10,RT2,28,44,Jun 22,24,64.0,Atliq Palace,0
4041,17562,2022-06-10,RT2,14,30,Jun 22,24,47.0,Atliq Bay,0
4042,18558,2022-06-10,RT2,17,30,Jun 22,24,57.0,Atliq Grands,0
4043,17564,2022-06-10,RT2,18,40,Jun 22,24,45.0,Atliq Seasons,0
4044,18561,2022-06-10,RT2,27,40,Jun 22,24,68.0,Atliq Blu,0
4045,18560,2022-06-10,RT2,26,40,Jun 22,24,65.0,Atliq City,0
4046,17560,2022-06-10,RT2,23,45,Jun 22,24,51.0,Atliq City,0
4047,19561,2022-06-10,RT2,23,45,Jun 22,24,51.0,Atliq Blu,0
4048,19563,2022-06-10,RT2,23,45,Jun 22,24,51.0,Atliq Palace,0
4049,19563,2022-06-10,RT3,15,29,Jun 22,24,52.0,Atliq Palace,0
4050,18560,2022-06-10,RT1,20,30,Jun 22,24,67.0,Atliq City,0
4051,19562,2022-06-10,RT3,17,29,Jun 22,24,59.0,Atliq Bay,0
4052,19561,2022-06-10,RT3,15,29,Jun 22,24,52.0,Atliq Blu,0
4053,18562,2022-06-10,RT3,17,29,Jun 22,24,59.0,Atliq Bay,0
4054,17558,2022-06-10,RT3,13,27,Jun 22,24,48.0,Atliq Grands,0
4055,17562,2022-06-10,RT3,11,27,Jun 22,24,41.0,Atliq Bay,0
4056,19559,2022-06-10,RT3,14,27,Jun 22,24,52.0,Atliq Exotica,0
4057,16559,2022-06-10,RT3,20,32,Jun 22,24,62.0,Atliq Exotica,0
4058,16558,2022-06-10,RT3,6,8,Jun 22,24,75.0,Atliq Grands,0
4059,18561,2022-06-10,RT3,15,25,Jun 22,24,60.0,Atliq Blu,0
4060,16561,2022-06-10,RT3,13,21,Jun 22,24,62.0,Atliq Blu,0
4061,18563,2022-06-10,RT3,13,23,Jun 22,24,57.0,Atliq Palace,0
4062,16563,2022-06-10,RT3,14,20,Jun 22,24,70.0,Atliq Palace,0
4063,17560,2022-06-10,RT3,14,25,Jun 22,24,56.0,Atliq City,0
4064,18558,2022-06-10,RT3,14,26,Jun 22,24,54.0,Atliq Grands,0
4065,18560,2022-06-10,RT3,14,24,Jun 22,24,58.0,Atliq City,0
4066,16560,2022-06-10,RT3,9,20,Jun 22,24,45.0,Atliq City,0
4067,16562,2022-06-10,RT3,9,18,Jun 22,24,50.0,Atliq Bay,0
4068,17563,2022-06-10,RT3,10,16,Jun 22,24,62.0,Atliq Palace,0
4069,18559,2022-06-10,RT3,10,23,Jun 22,24,43.0,Atliq Exotica,0
4070,19558,2022-06-10,RT3,10,21,Jun 22,24,48.0,Atliq Grands,0
4071,17564,2022-06-10,RT3,10,24,Jun 22,24,42.0,Atliq Seasons,0
4072,17561,2022-06-10,RT3,12,19,Jun 22,24,63.0,Atliq Blu,0
4073,19560,2022-06-10,RT3,12,19,Jun 22,24,63.0,Atliq City,0
4074,17559,2022-06-10,RT3,11,16,Jun 22,24,69.0,Atliq Exotica,0
4075,16562,2022-06-10,RT4,4,6,Jun 22,24,67.0,Atliq Bay,0
4076,17558,2022-06-10,RT4,4,6,Jun 22,24,67.0,Atliq Grands,0
4077,16560,2022-06-10,RT4,4,7,Jun 22,24,57.0,Atliq City,0
4078,19561,2022-06-10,RT4,4,7,Jun 22,24,57.0,Atliq Blu,0
4079,17560,2022-06-10,RT4,6,13,Jun 22,24,46.0,Atliq City,0
4080,18561,2022-06-10,RT4,6,9,Jun 22,24,67.0,Atliq Blu,0
4081,16561,2022-06-10,RT4,7,10,Jun 22,24,70.0,Atliq Blu,0
4082,19559,2022-06-10,RT4,1,3,Jun 22,24,33.0,Atliq Exotica,0
4083,17564,2022-06-10,RT4,7,17,Jun 22,24,41.0,Atliq Seasons,0
4084,18560,2022-06-10,RT4,9,15,Jun 22,24,60.0,Atliq City,0
4085,19560,2022-06-10,RT4,10,16,Jun 22,24,62.0,Atliq City,0
4086,18559,2022-06-10,RT4,9,19,Jun 22,24,47.0,Atliq Exotica,0
4087,17563,2022-06-10,RT4,10,19,Jun 22,24,53.0,Atliq Palace,0
4088,19562,2022-06-10,RT4,10,14,Jun 22,24,71.0,Atliq Bay,0
4089,17559,2022-06-10,RT4,8,14,Jun 22,24,57.0,Atliq Exotica,0
4090,18558,2022-06-10,RT4,10,20,Jun 22,24,50.0,Atliq Grands,0
4091,18562,2022-06-10,RT4,12,20,Jun 22,24,60.0,Atliq Bay,0
4092,18563,2022-06-10,RT4,8,18,Jun 22,24,44.0,Atliq Palace,0
4093,16563,2022-06-10,RT4,13,18,Jun 22,24,72.0,Atliq Palace,0
4094,16559,2022-06-10,RT4,11,18,Jun 22,24,61.0,Atliq Exotica,0
4095,17562,2022-06-10,RT4,3,6,Jun 22,24,50.0,Atliq Bay,0
4096,19563,2022-06-10,RT4,3,6,Jun 22,24,50.0,Atliq Palace,0
4097,19558,2022-06-10,RT4,3,7,Jun 22,24,43.0,Atliq Grands,0
4098,17561,2022-06-10,RT4,3,4,Jun 22,24,75.0,Atliq Blu,0
4099,16558,2022-06-10,RT4,3,3,Jun 22,24,100.0,Atliq Grands,0
4100,16559,2022-06-11,RT1,27,30,Jun 22,24,90.0,Atliq Exotica,1
4101,18560,2022-06-11,RT1,28,30,Jun 22,24,93.0,Atliq City,1
4102,19562,2022-06-11,RT1,27,30,Jun 22,24,90.0,Atliq Bay,1
4103,19563,2022-06-11,RT1,22,30,Jun 22,24,73.0,Atliq Palace,1
4104,17558,2022-06-11,RT1,14,19,Jun 22,24,74.0,Atliq Grands,1
4105,16558,2022-06-11,RT1,18,19,Jun 22,24,95.0,Atliq Grands,1
4106,17560,2022-06-11,RT1,27,40,Jun 22,24,68.0,Atliq City,1
4107,19558,2022-06-11,RT1,27,40,Jun 22,24,68.0,Atliq Grands,1
4108,19560,2022-06-11,RT1,22,26,Jun 22,24,85.0,Atliq City,1
4109,17561,2022-06-11,RT1,24,26,Jun 22,24,92.0,Atliq Blu,1
4110,16560,2022-06-11,RT1,25,34,Jun 22,24,74.0,Atliq City,1
4111,16561,2022-06-11,RT1,16,18,Jun 22,24,89.0,Atliq Blu,1
4112,16562,2022-06-11,RT1,23,31,Jun 22,24,74.0,Atliq Bay,1
4113,16563,2022-06-11,RT1,39,41,Jun 22,24,95.0,Atliq Palace,1
4114,17559,2022-06-11,RT1,28,32,Jun 22,24,88.0,Atliq Exotica,1
4115,17562,2022-06-11,RT1,13,20,Jun 22,24,65.0,Atliq Bay,1
4116,17563,2022-06-11,RT1,21,25,Jun 22,24,84.0,Atliq Palace,1
4117,18558,2022-06-11,RT1,11,15,Jun 22,24,73.0,Atliq Grands,1
4118,18559,2022-06-11,RT1,25,42,Jun 22,24,60.0,Atliq Exotica,1
4119,18561,2022-06-11,RT1,31,33,Jun 22,24,94.0,Atliq Blu,1
4120,18562,2022-06-11,RT1,35,38,Jun 22,24,92.0,Atliq Bay,1
4121,18563,2022-06-11,RT1,21,27,Jun 22,24,78.0,Atliq Palace,1
4122,19559,2022-06-11,RT1,18,24,Jun 22,24,75.0,Atliq Exotica,1
4123,19561,2022-06-11,RT1,28,36,Jun 22,24,78.0,Atliq Blu,1
4124,17564,2022-06-11,RT1,11,16,Jun 22,24,69.0,Atliq Seasons,1
4125,19562,2022-06-11,RT2,23,23,Jun 22,24,100.0,Atliq Bay,1
4126,18563,2022-06-11,RT2,22,29,Jun 22,24,76.0,Atliq Palace,1
4127,17561,2022-06-11,RT2,34,36,Jun 22,24,94.0,Atliq Blu,1
4128,17558,2022-06-11,RT2,36,50,Jun 22,24,72.0,Atliq Grands,1
4129,16562,2022-06-11,RT2,32,43,Jun 22,24,74.0,Atliq Bay,1
4130,16561,2022-06-11,RT2,23,24,Jun 22,24,96.0,Atliq Blu,1
4131,16558,2022-06-11,RT2,21,22,Jun 22,24,95.0,Atliq Grands,1
4132,19560,2022-06-11,RT2,33,38,Jun 22,24,87.0,Atliq City,1
4133,16563,2022-06-11,RT2,35,38,Jun 22,24,92.0,Atliq Palace,1
4134,16559,2022-06-11,RT2,40,41,Jun 22,24,98.0,Atliq Exotica,1
4135,19559,2022-06-11,RT2,30,41,Jun 22,24,73.0,Atliq Exotica,1
4136,19558,2022-06-11,RT2,21,39,Jun 22,24,54.0,Atliq Grands,1
4137,17559,2022-06-11,RT2,36,39,Jun 22,24,92.0,Atliq Exotica,1
4138,16560,2022-06-11,RT2,27,34,Jun 22,24,79.0,Atliq City,1
4139,18562,2022-06-11,RT2,29,34,Jun 22,24,85.0,Atliq Bay,1
4140,18559,2022-06-11,RT2,27,44,Jun 22,24,61.0,Atliq Exotica,1
4141,17563,2022-06-11,RT2,43,44,Jun 22,24,98.0,Atliq Palace,1
4142,17562,2022-06-11,RT2,16,30,Jun 22,24,53.0,Atliq Bay,1
4143,18558,2022-06-11,RT2,21,30,Jun 22,24,70.0,Atliq Grands,1
4144,17564,2022-06-11,RT2,22,40,Jun 22,24,55.0,Atliq Seasons,1
4145,18561,2022-06-11,RT2,35,40,Jun 22,24,88.0,Atliq Blu,1
4146,18560,2022-06-11,RT2,37,40,Jun 22,24,92.0,Atliq City,1
4147,17560,2022-06-11,RT2,32,45,Jun 22,24,71.0,Atliq City,1
4148,19561,2022-06-11,RT2,35,45,Jun 22,24,78.0,Atliq Blu,1
4149,19563,2022-06-11,RT2,31,45,Jun 22,24,69.0,Atliq Palace,1
4150,19563,2022-06-11,RT3,22,29,Jun 22,24,76.0,Atliq Palace,1
4151,19562,2022-06-11,RT3,26,29,Jun 22,24,90.0,Atliq Bay,1
4152,19561,2022-06-11,RT3,22,29,Jun 22,24,76.0,Atliq Blu,1
4153,18562,2022-06-11,RT3,26,29,Jun 22,24,90.0,Atliq Bay,1
4154,17558,2022-06-11,RT3,19,27,Jun 22,24,70.0,Atliq Grands,1
4155,17562,2022-06-11,RT3,16,27,Jun 22,24,59.0,Atliq Bay,1
4156,19559,2022-06-11,RT3,21,27,Jun 22,24,78.0,Atliq Exotica,1
4157,16559,2022-06-11,RT3,28,32,Jun 22,24,88.0,Atliq Exotica,1
4158,16558,2022-06-11,RT3,7,8,Jun 22,24,88.0,Atliq Grands,1
4159,17560,2022-06-11,RT3,19,25,Jun 22,24,76.0,Atliq City,1
4160,18561,2022-06-11,RT3,24,25,Jun 22,24,96.0,Atliq Blu,1
4161,16561,2022-06-11,RT3,19,21,Jun 22,24,90.0,Atliq Blu,1
4162,16563,2022-06-11,RT3,17,20,Jun 22,24,85.0,Atliq Palace,1
4163,17561,2022-06-11,RT3,16,19,Jun 22,24,84.0,Atliq Blu,1
4164,18558,2022-06-11,RT3,20,26,Jun 22,24,77.0,Atliq Grands,1
4165,18560,2022-06-11,RT3,22,24,Jun 22,24,92.0,Atliq City,1
4166,18563,2022-06-11,RT3,16,23,Jun 22,24,70.0,Atliq Palace,1
4167,19560,2022-06-11,RT3,19,19,Jun 22,24,100.0,Atliq City,1
4168,17559,2022-06-11,RT3,15,16,Jun 22,24,94.0,Atliq Exotica,1
4169,17563,2022-06-11,RT3,15,16,Jun 22,24,94.0,Atliq Palace,1
4170,18559,2022-06-11,RT3,13,23,Jun 22,24,57.0,Atliq Exotica,1
4171,16560,2022-06-11,RT3,14,20,Jun 22,24,70.0,Atliq City,1
4172,17564,2022-06-11,RT3,14,24,Jun 22,24,58.0,Atliq Seasons,1
4173,16562,2022-06-11,RT3,12,18,Jun 22,24,67.0,Atliq Bay,1
4174,19558,2022-06-11,RT3,12,21,Jun 22,24,57.0,Atliq Grands,1
4175,19559,2022-06-11,RT4,2,3,Jun 22,24,67.0,Atliq Exotica,1
4176,16562,2022-06-11,RT4,4,6,Jun 22,24,67.0,Atliq Bay,1
4177,17562,2022-06-11,RT4,4,6,Jun 22,24,67.0,Atliq Bay,1
4178,19558,2022-06-11,RT4,4,7,Jun 22,24,57.0,Atliq Grands,1
4179,17561,2022-06-11,RT4,4,4,Jun 22,24,100.0,Atliq Blu,1
4180,16560,2022-06-11,RT4,5,7,Jun 22,24,71.0,Atliq City,1
4181,17558,2022-06-11,RT4,5,6,Jun 22,24,83.0,Atliq Grands,1
4182,19561,2022-06-11,RT4,5,7,Jun 22,24,71.0,Atliq Blu,1
4183,19563,2022-06-11,RT4,5,6,Jun 22,24,83.0,Atliq Palace,1
4184,16561,2022-06-11,RT4,10,10,Jun 22,24,100.0,Atliq Blu,1
4185,17560,2022-06-11,RT4,9,13,Jun 22,24,69.0,Atliq City,1
4186,18561,2022-06-11,RT4,9,9,Jun 22,24,100.0,Atliq Blu,1
4187,17564,2022-06-11,RT4,10,17,Jun 22,24,59.0,Atliq Seasons,1
4188,18560,2022-06-11,RT4,13,15,Jun 22,24,87.0,Atliq City,1
4189,19560,2022-06-11,RT4,15,16,Jun 22,24,94.0,Atliq City,1
4190,18559,2022-06-11,RT4,12,19,Jun 22,24,63.0,Atliq Exotica,1
4191,17563,2022-06-11,RT4,17,19,Jun 22,24,89.0,Atliq Palace,1
4192,19562,2022-06-11,RT4,14,14,Jun 22,24,100.0,Atliq Bay,1
4193,17559,2022-06-11,RT4,12,14,Jun 22,24,86.0,Atliq Exotica,1
4194,18558,2022-06-11,RT4,14,20,Jun 22,24,70.0,Atliq Grands,1
4195,18562,2022-06-11,RT4,18,20,Jun 22,24,90.0,Atliq Bay,1
4196,18563,2022-06-11,RT4,13,18,Jun 22,24,72.0,Atliq Palace,1
4197,16563,2022-06-11,RT4,16,18,Jun 22,24,89.0,Atliq Palace,1
4198,16559,2022-06-11,RT4,18,18,Jun 22,24,100.0,Atliq Exotica,1
4199,16558,2022-06-11,RT4,3,3,Jun 22,24,100.0,Atliq Grands,1
4200,19563,2022-06-12,RT3,21,29,Jun 22,25,72.0,Atliq Palace,1
4201,16559,2022-06-12,RT1,28,30,Jun 22,25,93.0,Atliq Exotica,1
4202,18560,2022-06-12,RT1,25,30,Jun 22,25,83.0,Atliq City,1
4203,19562,2022-06-12,RT1,26,30,Jun 22,25,87.0,Atliq Bay,1
4204,19563,2022-06-12,RT1,23,30,Jun 22,25,77.0,Atliq Palace,1
4205,17558,2022-06-12,RT1,14,19,Jun 22,25,74.0,Atliq Grands,1
4206,16558,2022-06-12,RT1,17,19,Jun 22,25,89.0,Atliq Grands,1
4207,17560,2022-06-12,RT1,29,40,Jun 22,25,72.0,Atliq City,1
4208,19558,2022-06-12,RT1,24,40,Jun 22,25,60.0,Atliq Grands,1
4209,19560,2022-06-12,RT1,23,26,Jun 22,25,88.0,Atliq City,1
4210,17561,2022-06-12,RT1,22,26,Jun 22,25,85.0,Atliq Blu,1
4211,16560,2022-06-12,RT1,26,34,Jun 22,25,76.0,Atliq City,1
4212,16561,2022-06-12,RT1,17,18,Jun 22,25,94.0,Atliq Blu,1
4213,16562,2022-06-12,RT1,21,31,Jun 22,25,68.0,Atliq Bay,1
4214,16563,2022-06-12,RT1,40,41,Jun 22,25,98.0,Atliq Palace,1
4215,17559,2022-06-12,RT1,29,32,Jun 22,25,91.0,Atliq Exotica,1
4216,17562,2022-06-12,RT1,14,20,Jun 22,25,70.0,Atliq Bay,1
4217,17563,2022-06-12,RT1,22,25,Jun 22,25,88.0,Atliq Palace,1
4218,18558,2022-06-12,RT1,11,15,Jun 22,25,73.0,Atliq Grands,1
4219,18559,2022-06-12,RT1,23,42,Jun 22,25,55.0,Atliq Exotica,1
4220,18561,2022-06-12,RT1,28,33,Jun 22,25,85.0,Atliq Blu,1
4221,18562,2022-06-12,RT1,36,38,Jun 22,25,95.0,Atliq Bay,1
4222,18563,2022-06-12,RT1,19,27,Jun 22,25,70.0,Atliq Palace,1
4223,19559,2022-06-12,RT1,16,24,Jun 22,25,67.0,Atliq Exotica,1
4224,19561,2022-06-12,RT1,28,36,Jun 22,25,78.0,Atliq Blu,1
4225,17564,2022-06-12,RT1,10,16,Jun 22,25,62.0,Atliq Seasons,1
4226,19562,2022-06-12,RT2,21,23,Jun 22,25,91.0,Atliq Bay,1
4227,18563,2022-06-12,RT2,23,29,Jun 22,25,79.0,Atliq Palace,1
4228,17561,2022-06-12,RT2,31,36,Jun 22,25,86.0,Atliq Blu,1
4229,17558,2022-06-12,RT2,36,50,Jun 22,25,72.0,Atliq Grands,1
4230,16562,2022-06-12,RT2,32,43,Jun 22,25,74.0,Atliq Bay,1
4231,16561,2022-06-12,RT2,20,24,Jun 22,25,83.0,Atliq Blu,1
4232,16558,2022-06-12,RT2,20,22,Jun 22,25,91.0,Atliq Grands,1
4233,19560,2022-06-12,RT2,38,38,Jun 22,25,100.0,Atliq City,1
4234,16563,2022-06-12,RT2,37,38,Jun 22,25,97.0,Atliq Palace,1
4235,16559,2022-06-12,RT2,37,41,Jun 22,25,90.0,Atliq Exotica,1
4236,19559,2022-06-12,RT2,28,41,Jun 22,25,68.0,Atliq Exotica,1
4237,19558,2022-06-12,RT2,25,39,Jun 22,25,64.0,Atliq Grands,1
4238,17559,2022-06-12,RT2,34,39,Jun 22,25,87.0,Atliq Exotica,1
4239,16560,2022-06-12,RT2,24,34,Jun 22,25,71.0,Atliq City,1
4240,18562,2022-06-12,RT2,32,34,Jun 22,25,94.0,Atliq Bay,1
4241,18559,2022-06-12,RT2,25,44,Jun 22,25,57.0,Atliq Exotica,1
4242,17563,2022-06-12,RT2,38,44,Jun 22,25,86.0,Atliq Palace,1
4243,17562,2022-06-12,RT2,18,30,Jun 22,25,60.0,Atliq Bay,1
4244,18558,2022-06-12,RT2,21,30,Jun 22,25,70.0,Atliq Grands,1
4245,17564,2022-06-12,RT2,23,40,Jun 22,25,58.0,Atliq Seasons,1
4246,18561,2022-06-12,RT2,32,40,Jun 22,25,80.0,Atliq Blu,1
4247,18560,2022-06-12,RT2,36,40,Jun 22,25,90.0,Atliq City,1
4248,17560,2022-06-12,RT2,34,45,Jun 22,25,76.0,Atliq City,1
4249,19561,2022-06-12,RT2,35,45,Jun 22,25,78.0,Atliq Blu,1
4250,19563,2022-06-12,RT2,34,45,Jun 22,25,76.0,Atliq Palace,1
4251,19562,2022-06-12,RT3,25,29,Jun 22,25,86.0,Atliq Bay,1
4252,19561,2022-06-12,RT3,21,29,Jun 22,25,72.0,Atliq Blu,1
4253,18562,2022-06-12,RT3,27,29,Jun 22,25,93.0,Atliq Bay,1
4254,17558,2022-06-12,RT3,20,27,Jun 22,25,74.0,Atliq Grands,1
4255,17562,2022-06-12,RT3,16,27,Jun 22,25,59.0,Atliq Bay,1
4256,19559,2022-06-12,RT3,20,27,Jun 22,25,74.0,Atliq Exotica,1
4257,16559,2022-06-12,RT3,28,32,Jun 22,25,88.0,Atliq Exotica,1
4258,16558,2022-06-12,RT3,7,8,Jun 22,25,88.0,Atliq Grands,1
4259,17560,2022-06-12,RT3,18,25,Jun 22,25,72.0,Atliq City,1
4260,18561,2022-06-12,RT3,22,25,Jun 22,25,88.0,Atliq Blu,1
4261,16560,2022-06-12,RT3,16,20,Jun 22,25,80.0,Atliq City,1
4262,16561,2022-06-12,RT3,18,21,Jun 22,25,86.0,Atliq Blu,1
4263,16563,2022-06-12,RT3,18,20,Jun 22,25,90.0,Atliq Palace,1
4264,17561,2022-06-12,RT3,19,19,Jun 22,25,100.0,Atliq Blu,1
4265,17563,2022-06-12,RT3,16,16,Jun 22,25,100.0,Atliq Palace,1
4266,18558,2022-06-12,RT3,18,26,Jun 22,25,69.0,Atliq Grands,1
4267,18560,2022-06-12,RT3,20,24,Jun 22,25,83.0,Atliq City,1
4268,18563,2022-06-12,RT3,16,23,Jun 22,25,70.0,Atliq Palace,1
4269,19560,2022-06-12,RT3,16,19,Jun 22,25,84.0,Atliq City,1
4270,17564,2022-06-12,RT3,16,24,Jun 22,25,67.0,Atliq Seasons,1
4271,17559,2022-06-12,RT3,15,16,Jun 22,25,94.0,Atliq Exotica,1
4272,18559,2022-06-12,RT3,15,23,Jun 22,25,65.0,Atliq Exotica,1
4273,16562,2022-06-12,RT3,13,18,Jun 22,25,72.0,Atliq Bay,1
4274,19558,2022-06-12,RT3,12,21,Jun 22,25,57.0,Atliq Grands,1
4275,19559,2022-06-12,RT4,2,3,Jun 22,25,67.0,Atliq Exotica,1
4276,17558,2022-06-12,RT4,4,6,Jun 22,25,67.0,Atliq Grands,1
4277,17562,2022-06-12,RT4,4,6,Jun 22,25,67.0,Atliq Bay,1
4278,17561,2022-06-12,RT4,4,4,Jun 22,25,100.0,Atliq Blu,1
4279,16560,2022-06-12,RT4,5,7,Jun 22,25,71.0,Atliq City,1
4280,16562,2022-06-12,RT4,5,6,Jun 22,25,83.0,Atliq Bay,1
4281,19558,2022-06-12,RT4,5,7,Jun 22,25,71.0,Atliq Grands,1
4282,19561,2022-06-12,RT4,5,7,Jun 22,25,71.0,Atliq Blu,1
4283,19563,2022-06-12,RT4,5,6,Jun 22,25,83.0,Atliq Palace,1
4284,16561,2022-06-12,RT4,10,10,Jun 22,25,100.0,Atliq Blu,1
4285,17560,2022-06-12,RT4,9,13,Jun 22,25,69.0,Atliq City,1
4286,18561,2022-06-12,RT4,8,9,Jun 22,25,89.0,Atliq Blu,1
4287,17564,2022-06-12,RT4,9,17,Jun 22,25,53.0,Atliq Seasons,1
4288,18560,2022-06-12,RT4,14,15,Jun 22,25,93.0,Atliq City,1
4289,19560,2022-06-12,RT4,14,16,Jun 22,25,88.0,Atliq City,1
4290,18559,2022-06-12,RT4,11,19,Jun 22,25,58.0,Atliq Exotica,1
4291,17563,2022-06-12,RT4,16,19,Jun 22,25,84.0,Atliq Palace,1
4292,19562,2022-06-12,RT4,12,14,Jun 22,25,86.0,Atliq Bay,1
4293,17559,2022-06-12,RT4,12,14,Jun 22,25,86.0,Atliq Exotica,1
4294,18558,2022-06-12,RT4,15,20,Jun 22,25,75.0,Atliq Grands,1
4295,18562,2022-06-12,RT4,17,20,Jun 22,25,85.0,Atliq Bay,1
4296,18563,2022-06-12,RT4,13,18,Jun 22,25,72.0,Atliq Palace,1
4297,16563,2022-06-12,RT4,16,18,Jun 22,25,89.0,Atliq Palace,1
4298,16559,2022-06-12,RT4,16,18,Jun 22,25,89.0,Atliq Exotica,1
4299,16558,2022-06-12,RT4,3,3,Jun 22,25,100.0,Atliq Grands,1
4300,19563,2022-06-13,RT3,15,29,Jun 22,25,52.0,Atliq Palace,0
4301,18560,2022-06-13,RT1,18,30,Jun 22,25,60.0,Atliq City,0
4302,19562,2022-06-13,RT1,19,30,Jun 22,25,63.0,Atliq Bay,0
4303,19563,2022-06-13,RT1,16,30,Jun 22,25,53.0,Atliq Palace,0
4304,17558,2022-06-13,RT1,9,19,Jun 22,25,47.0,Atliq Grands,0
